Municipios;Sexo;Periodo;Total
21031 Encinasola;Mujeres;1996;987
21032 Escacena del Campo;Total;2019;2.284
21032 Escacena del Campo;Total;2018;""
21032 Escacena del Campo;Total;2017;""
21032 Escacena del Campo;Total;2016;""
21032 Escacena del Campo;Total;2015;""
21032 Escacena del Campo;Total;2014;""
21032 Escacena del Campo;Total;2013;""
21032 Escacena del Campo;Total;2012;""
21032 Escacena del Campo;Total;2011;""
21032 Escacena del Campo;Total;2010;""
21032 Escacena del Campo;Total;2009;""
21032 Escacena del Campo;Total;2008;""
21032 Escacena del Campo;Total;2007;""
21032 Escacena del Campo;Total;2006;""
21032 Escacena del Campo;Total;2005;""
21032 Escacena del Campo;Total;2004;""
21032 Escacena del Campo;Total;2003;""
21032 Escacena del Campo;Total;2002;""
21032 Escacena del Campo;Total;2001;""
21032 Escacena del Campo;Total;2000;""
21032 Escacena del Campo;Total;1999;""
21032 Escacena del Campo;Total;1998;""
21032 Escacena del Campo;Total;1997;""
21032 Escacena del Campo;Total;1996;""
21032 Escacena del Campo;Hombres;2019;1.112
21032 Escacena del Campo;Hombres;2018;1.109
21032 Escacena del Campo;Hombres;2017;1.107
21032 Escacena del Campo;Hombres;2016;1.103
21032 Escacena del Campo;Hombres;2015;1.030
21032 Escacena del Campo;Hombres;2014;1.024
21032 Escacena del Campo;Hombres;2013;888
21032 Escacena del Campo;Hombres;2012;1.006
21032 Escacena del Campo;Hombres;2011;1.037
21032 Escacena del Campo;Hombres;2010;990
21032 Escacena del Campo;Hombres;2009;1.022
21032 Escacena del Campo;Hombres;2008;1.059
21032 Escacena del Campo;Hombres;2007;1.068
21032 Escacena del Campo;Hombres;2006;1.080
21032 Escacena del Campo;Hombres;2005;1.080
21032 Escacena del Campo;Hombres;2004;1.075
21032 Escacena del Campo;Hombres;2003;1.076
21032 Escacena del Campo;Hombres;2002;1.074
21032 Escacena del Campo;Hombres;2001;1.088
21032 Escacena del Campo;Hombres;2000;1.094
21032 Escacena del Campo;Hombres;1999;1.089
21032 Escacena del Campo;Hombres;1998;1.071
21032 Escacena del Campo;Hombres;1997;""
21032 Escacena del Campo;Hombres;1996;1.099
21032 Escacena del Campo;Mujeres;2019;1.172
21032 Escacena del Campo;Mujeres;2018;1.169
21032 Escacena del Campo;Mujeres;2017;1.147
21032 Escacena del Campo;Mujeres;2016;1.138
21032 Escacena del Campo;Mujeres;2015;1.065
21032 Escacena del Campo;Mujeres;2014;1.058
21032 Escacena del Campo;Mujeres;2013;914
21032 Escacena del Campo;Mujeres;2012;1.003
21032 Escacena del Campo;Mujeres;2011;1.040
21032 Escacena del Campo;Mujeres;2010;1.006
21032 Escacena del Campo;Mujeres;2009;1.053
21032 Escacena del Campo;Mujeres;2008;1.086
21032 Escacena del Campo;Mujeres;2007;1.086
21032 Escacena del Campo;Mujeres;2006;1.094
21032 Escacena del Campo;Mujeres;2005;1.102
21032 Escacena del Campo;Mujeres;2004;1.087
21032 Escacena del Campo;Mujeres;2003;1.080
21032 Escacena del Campo;Mujeres;2002;1.066
21032 Escacena del Campo;Mujeres;2001;1.086
21032 Escacena del Campo;Mujeres;2000;1.096
21032 Escacena del Campo;Mujeres;1999;1.113
21032 Escacena del Campo;Mujeres;1998;1.088
21032 Escacena del Campo;Mujeres;1997;""
21032 Escacena del Campo;Mujeres;1996;1.127
21033 Fuenteheridos;Total;2019;678
21033 Fuenteheridos;Total;2018;""
21033 Fuenteheridos;Total;2017;""
21033 Fuenteheridos;Total;2016;""
21033 Fuenteheridos;Total;2015;""
21033 Fuenteheridos;Total;2014;""
21033 Fuenteheridos;Total;2013;""
21033 Fuenteheridos;Total;2012;""
21033 Fuenteheridos;Total;2011;""
21033 Fuenteheridos;Total;2010;""
21033 Fuenteheridos;Total;2009;""
21033 Fuenteheridos;Total;2008;""
21033 Fuenteheridos;Total;2007;""
21033 Fuenteheridos;Total;2006;""
21033 Fuenteheridos;Total;2005;""
21033 Fuenteheridos;Total;2004;""
21033 Fuenteheridos;Total;2003;""
21033 Fuenteheridos;Total;2002;""
21033 Fuenteheridos;Total;2001;""
21033 Fuenteheridos;Total;2000;""
21033 Fuenteheridos;Total;1999;""
21033 Fuenteheridos;Total;1998;""
21033 Fuenteheridos;Total;1997;""
21033 Fuenteheridos;Total;1996;""
21033 Fuenteheridos;Hombres;2019;338
21033 Fuenteheridos;Hombres;2018;314
21033 Fuenteheridos;Hombres;2017;324
21033 Fuenteheridos;Hombres;2016;333
21033 Fuenteheridos;Hombres;2015;332
21033 Fuenteheridos;Hombres;2014;326
21033 Fuenteheridos;Hombres;2013;250
21033 Fuenteheridos;Hombres;2012;286
21033 Fuenteheridos;Hombres;2011;299
21033 Fuenteheridos;Hombres;2010;307
21033 Fuenteheridos;Hombres;2009;319
21033 Fuenteheridos;Hombres;2008;335
21033 Fuenteheridos;Hombres;2007;333
21033 Fuenteheridos;Hombres;2006;310
21033 Fuenteheridos;Hombres;2005;321
21033 Fuenteheridos;Hombres;2004;336
21033 Fuenteheridos;Hombres;2003;344
21033 Fuenteheridos;Hombres;2002;312
21033 Fuenteheridos;Hombres;2001;317
21033 Fuenteheridos;Hombres;2000;320
21033 Fuenteheridos;Hombres;1999;329
21033 Fuenteheridos;Hombres;1998;335
21033 Fuenteheridos;Hombres;1997;""
21033 Fuenteheridos;Hombres;1996;340
21033 Fuenteheridos;Mujeres;2019;340
21033 Fuenteheridos;Mujeres;2018;309
21033 Fuenteheridos;Mujeres;2017;322
21033 Fuenteheridos;Mujeres;2016;315
21033 Fuenteheridos;Mujeres;2015;309
21033 Fuenteheridos;Mujeres;2014;299
21033 Fuenteheridos;Mujeres;2013;228
21033 Fuenteheridos;Mujeres;2012;273
21033 Fuenteheridos;Mujeres;2011;283
21033 Fuenteheridos;Mujeres;2010;292
21033 Fuenteheridos;Mujeres;2009;313
21033 Fuenteheridos;Mujeres;2008;325
21033 Fuenteheridos;Mujeres;2007;325
21033 Fuenteheridos;Mujeres;2006;296
21033 Fuenteheridos;Mujeres;2005;309
21033 Fuenteheridos;Mujeres;2004;318
21033 Fuenteheridos;Mujeres;2003;333
21033 Fuenteheridos;Mujeres;2002;301
21033 Fuenteheridos;Mujeres;2001;310
21033 Fuenteheridos;Mujeres;2000;316
21033 Fuenteheridos;Mujeres;1999;316
21033 Fuenteheridos;Mujeres;1998;323
21033 Fuenteheridos;Mujeres;1997;""
21033 Fuenteheridos;Mujeres;1996;336
21034 Galaroza;Total;2019;1.379
21034 Galaroza;Total;2018;""
21034 Galaroza;Total;2017;""
21034 Galaroza;Total;2016;""
21034 Galaroza;Total;2015;""
21034 Galaroza;Total;2014;""
21034 Galaroza;Total;2013;""
21034 Galaroza;Total;2012;""
21034 Galaroza;Total;2011;""
21034 Galaroza;Total;2010;""
21034 Galaroza;Total;2009;""
21034 Galaroza;Total;2008;""
21034 Galaroza;Total;2007;""
21034 Galaroza;Total;2006;""
21034 Galaroza;Total;2005;""
21034 Galaroza;Total;2004;""
21034 Galaroza;Total;2003;""
21034 Galaroza;Total;2002;""
21034 Galaroza;Total;2001;""
21034 Galaroza;Total;2000;""
21034 Galaroza;Total;1999;""
21034 Galaroza;Total;1998;""
21034 Galaroza;Total;1997;""
21034 Galaroza;Total;1996;""
21034 Galaroza;Hombres;2019;681
21034 Galaroza;Hombres;2018;685
21034 Galaroza;Hombres;2017;689
21034 Galaroza;Hombres;2016;701
21034 Galaroza;Hombres;2015;733
21034 Galaroza;Hombres;2014;740
21034 Galaroza;Hombres;2013;765
21034 Galaroza;Hombres;2012;779
21034 Galaroza;Hombres;2011;789
21034 Galaroza;Hombres;2010;796
21034 Galaroza;Hombres;2009;806
21034 Galaroza;Hombres;2008;796
21034 Galaroza;Hombres;2007;783
21034 Galaroza;Hombres;2006;794
21034 Galaroza;Hombres;2005;809
21034 Galaroza;Hombres;2004;812
21034 Galaroza;Hombres;2003;799
21034 Galaroza;Hombres;2002;783
21034 Galaroza;Hombres;2001;779
21034 Galaroza;Hombres;2000;769
21034 Galaroza;Hombres;1999;769
21034 Galaroza;Hombres;1998;771
21034 Galaroza;Hombres;1997;""
21034 Galaroza;Hombres;1996;774
21034 Galaroza;Mujeres;2019;698
21034 Galaroza;Mujeres;2018;716
21034 Galaroza;Mujeres;2017;720
21034 Galaroza;Mujeres;2016;730
21034 Galaroza;Mujeres;2015;753
21034 Galaroza;Mujeres;2014;763
21034 Galaroza;Mujeres;2013;783
21034 Galaroza;Mujeres;2012;808
21034 Galaroza;Mujeres;2011;810
21034 Galaroza;Mujeres;2010;810
21034 Galaroza;Mujeres;2009;812
21034 Galaroza;Mujeres;2008;821
21034 Galaroza;Mujeres;2007;832
21034 Galaroza;Mujeres;2006;812
21034 Galaroza;Mujeres;2005;833
21034 Galaroza;Mujeres;2004;839
21034 Galaroza;Mujeres;2003;832
21034 Galaroza;Mujeres;2002;835
21034 Galaroza;Mujeres;2001;838
21034 Galaroza;Mujeres;2000;834
21034 Galaroza;Mujeres;1999;831
21034 Galaroza;Mujeres;1998;815
21034 Galaroza;Mujeres;1997;""
21034 Galaroza;Mujeres;1996;820
21035 Gibraleón;Total;2019;12.607
21035 Gibraleón;Total;2018;""
21035 Gibraleón;Total;2017;""
21035 Gibraleón;Total;2016;""
21035 Gibraleón;Total;2015;""
21035 Gibraleón;Total;2014;""
21035 Gibraleón;Total;2013;""
21035 Gibraleón;Total;2012;""
21035 Gibraleón;Total;2011;""
21035 Gibraleón;Total;2010;""
21035 Gibraleón;Total;2009;""
21035 Gibraleón;Total;2008;""
21035 Gibraleón;Total;2007;""
21035 Gibraleón;Total;2006;""
21035 Gibraleón;Total;2005;""
21035 Gibraleón;Total;2004;""
21035 Gibraleón;Total;2003;""
21035 Gibraleón;Total;2002;""
21035 Gibraleón;Total;2001;""
21035 Gibraleón;Total;2000;""
21035 Gibraleón;Total;1999;""
21035 Gibraleón;Total;1998;""
21035 Gibraleón;Total;1997;""
21035 Gibraleón;Total;1996;""
21035 Gibraleón;Hombres;2019;6.274
21035 Gibraleón;Hombres;2018;6.259
21035 Gibraleón;Hombres;2017;6.251
21035 Gibraleón;Hombres;2016;6.208
21035 Gibraleón;Hombres;2015;6.202
21035 Gibraleón;Hombres;2014;6.185
21035 Gibraleón;Hombres;2013;6.158
21035 Gibraleón;Hombres;2012;6.271
21035 Gibraleón;Hombres;2011;6.294
21035 Gibraleón;Hombres;2010;6.232
21035 Gibraleón;Hombres;2009;6.156
21035 Gibraleón;Hombres;2008;6.073
21035 Gibraleón;Hombres;2007;5.928
21035 Gibraleón;Hombres;2006;5.733
21035 Gibraleón;Hombres;2005;5.651
21035 Gibraleón;Hombres;2004;5.597
21035 Gibraleón;Hombres;2003;5.568
21035 Gibraleón;Hombres;2002;5.545
21035 Gibraleón;Hombres;2001;5.495
21035 Gibraleón;Hombres;2000;5.495
21035 Gibraleón;Hombres;1999;5.531
21035 Gibraleón;Hombres;1998;5.485
21035 Gibraleón;Hombres;1997;""
21035 Gibraleón;Hombres;1996;5.623
21035 Gibraleón;Mujeres;2019;6.333
21035 Gibraleón;Mujeres;2018;6.289
21035 Gibraleón;Mujeres;2017;6.319
21035 Gibraleón;Mujeres;2016;6.315
21035 Gibraleón;Mujeres;2015;6.306
21035 Gibraleón;Mujeres;2014;6.289
21035 Gibraleón;Mujeres;2013;6.253
21035 Gibraleón;Mujeres;2012;6.319
21035 Gibraleón;Mujeres;2011;6.293
21035 Gibraleón;Mujeres;2010;6.160
21035 Gibraleón;Mujeres;2009;6.102
21035 Gibraleón;Mujeres;2008;6.047
21035 Gibraleón;Mujeres;2007;5.866
21035 Gibraleón;Mujeres;2006;5.616
21035 Gibraleón;Mujeres;2005;5.551
21035 Gibraleón;Mujeres;2004;5.526
21035 Gibraleón;Mujeres;2003;5.454
21035 Gibraleón;Mujeres;2002;5.406
21035 Gibraleón;Mujeres;2001;5.323
21035 Gibraleón;Mujeres;2000;5.332
21035 Gibraleón;Mujeres;1999;5.377
21035 Gibraleón;Mujeres;1998;5.383
21035 Gibraleón;Mujeres;1997;""
21035 Gibraleón;Mujeres;1996;5.543
21036 Granada de Río-Tinto, La;Total;2019;239
21036 Granada de Río-Tinto, La;Total;2018;""
21036 Granada de Río-Tinto, La;Total;2017;""
21036 Granada de Río-Tinto, La;Total;2016;""
21036 Granada de Río-Tinto, La;Total;2015;""
21036 Granada de Río-Tinto, La;Total;2014;""
21036 Granada de Río-Tinto, La;Total;2013;""
21036 Granada de Río-Tinto, La;Total;2012;""
21036 Granada de Río-Tinto, La;Total;2011;""
21036 Granada de Río-Tinto, La;Total;2010;""
21036 Granada de Río-Tinto, La;Total;2009;""
21036 Granada de Río-Tinto, La;Total;2008;""
21036 Granada de Río-Tinto, La;Total;2007;""
21036 Granada de Río-Tinto, La;Total;2006;""
21036 Granada de Río-Tinto, La;Total;2005;""
21036 Granada de Río-Tinto, La;Total;2004;""
21036 Granada de Río-Tinto, La;Total;2003;""
21036 Granada de Río-Tinto, La;Total;2002;""
21036 Granada de Río-Tinto, La;Total;2001;""
21036 Granada de Río-Tinto, La;Total;2000;""
21036 Granada de Río-Tinto, La;Total;1999;""
21036 Granada de Río-Tinto, La;Total;1998;""
21036 Granada de Río-Tinto, La;Total;1997;""
21036 Granada de Río-Tinto, La;Total;1996;""
21036 Granada de Río-Tinto, La;Hombres;2019;124
21036 Granada de Río-Tinto, La;Hombres;2018;123
21036 Granada de Río-Tinto, La;Hombres;2017;123
21036 Granada de Río-Tinto, La;Hombres;2016;96
21036 Granada de Río-Tinto, La;Hombres;2015;102
21036 Granada de Río-Tinto, La;Hombres;2014;110
21036 Granada de Río-Tinto, La;Hombres;2013;111
21036 Granada de Río-Tinto, La;Hombres;2012;120
21036 Granada de Río-Tinto, La;Hombres;2011;119
21036 Granada de Río-Tinto, La;Hombres;2010;106
21036 Granada de Río-Tinto, La;Hombres;2009;107
21036 Granada de Río-Tinto, La;Hombres;2008;105
21036 Granada de Río-Tinto, La;Hombres;2007;114
21036 Granada de Río-Tinto, La;Hombres;2006;114
21036 Granada de Río-Tinto, La;Hombres;2005;120
21036 Granada de Río-Tinto, La;Hombres;2004;121
21036 Granada de Río-Tinto, La;Hombres;2003;120
21036 Granada de Río-Tinto, La;Hombres;2002;115
21036 Granada de Río-Tinto, La;Hombres;2001;113
21036 Granada de Río-Tinto, La;Hombres;2000;115
21036 Granada de Río-Tinto, La;Hombres;1999;115
21036 Granada de Río-Tinto, La;Hombres;1998;114
21036 Granada de Río-Tinto, La;Hombres;1997;""
21036 Granada de Río-Tinto, La;Hombres;1996;119
21036 Granada de Río-Tinto, La;Mujeres;2019;115
21036 Granada de Río-Tinto, La;Mujeres;2018;112
21036 Granada de Río-Tinto, La;Mujeres;2017;111
21036 Granada de Río-Tinto, La;Mujeres;2016;95
21036 Granada de Río-Tinto, La;Mujeres;2015;100
21036 Granada de Río-Tinto, La;Mujeres;2014;104
21036 Granada de Río-Tinto, La;Mujeres;2013;106
21036 Granada de Río-Tinto, La;Mujeres;2012;119
21036 Granada de Río-Tinto, La;Mujeres;2011;121
21036 Granada de Río-Tinto, La;Mujeres;2010;103
21036 Granada de Río-Tinto, La;Mujeres;2009;104
21036 Granada de Río-Tinto, La;Mujeres;2008;102
21036 Granada de Río-Tinto, La;Mujeres;2007;109
21036 Granada de Río-Tinto, La;Mujeres;2006;108
21036 Granada de Río-Tinto, La;Mujeres;2005;108
21036 Granada de Río-Tinto, La;Mujeres;2004;110
21036 Granada de Río-Tinto, La;Mujeres;2003;111
21036 Granada de Río-Tinto, La;Mujeres;2002;108
21036 Granada de Río-Tinto, La;Mujeres;2001;105
21036 Granada de Río-Tinto, La;Mujeres;2000;107
21036 Granada de Río-Tinto, La;Mujeres;1999;108
21036 Granada de Río-Tinto, La;Mujeres;1998;110
21036 Granada de Río-Tinto, La;Mujeres;1997;""
21036 Granada de Río-Tinto, La;Mujeres;1996;115
21037 Granado, El;Total;2019;516
21037 Granado, El;Total;2018;""
21037 Granado, El;Total;2017;""
21037 Granado, El;Total;2016;""
21037 Granado, El;Total;2015;""
21037 Granado, El;Total;2014;""
21037 Granado, El;Total;2013;""
21037 Granado, El;Total;2012;""
21037 Granado, El;Total;2011;""
21037 Granado, El;Total;2010;""
21037 Granado, El;Total;2009;""
21037 Granado, El;Total;2008;""
21037 Granado, El;Total;2007;""
21037 Granado, El;Total;2006;""
21037 Granado, El;Total;2005;""
21037 Granado, El;Total;2004;""
21037 Granado, El;Total;2003;""
21037 Granado, El;Total;2002;""
21037 Granado, El;Total;2001;""
21037 Granado, El;Total;2000;""
21037 Granado, El;Total;1999;""
21037 Granado, El;Total;1998;""
21037 Granado, El;Total;1997;""
21037 Granado, El;Total;1996;""
21037 Granado, El;Hombres;2019;274
21037 Granado, El;Hombres;2018;277
21037 Granado, El;Hombres;2017;277
21037 Granado, El;Hombres;2016;276
21037 Granado, El;Hombres;2015;291
21037 Granado, El;Hombres;2014;303
21037 Granado, El;Hombres;2013;310
21037 Granado, El;Hombres;2012;310
21037 Granado, El;Hombres;2011;316
21037 Granado, El;Hombres;2010;314
21037 Granado, El;Hombres;2009;312
21037 Granado, El;Hombres;2008;320
21037 Granado, El;Hombres;2007;337
21037 Granado, El;Hombres;2006;343
21037 Granado, El;Hombres;2005;345
21037 Granado, El;Hombres;2004;345
21037 Granado, El;Hombres;2003;351
21037 Granado, El;Hombres;2002;359
21037 Granado, El;Hombres;2001;356
21037 Granado, El;Hombres;2000;359
21037 Granado, El;Hombres;1999;368
21037 Granado, El;Hombres;1998;363
21037 Granado, El;Hombres;1997;""
21037 Granado, El;Hombres;1996;365
21037 Granado, El;Mujeres;2019;242
21037 Granado, El;Mujeres;2018;242
21037 Granado, El;Mujeres;2017;244
21037 Granado, El;Mujeres;2016;249
21037 Granado, El;Mujeres;2015;249
21037 Granado, El;Mujeres;2014;254
21037 Granado, El;Mujeres;2013;256
21037 Granado, El;Mujeres;2012;260
21037 Granado, El;Mujeres;2011;251
21037 Granado, El;Mujeres;2010;258
21037 Granado, El;Mujeres;2009;261
21037 Granado, El;Mujeres;2008;278
21037 Granado, El;Mujeres;2007;279
21037 Granado, El;Mujeres;2006;275
21037 Granado, El;Mujeres;2005;279
21037 Granado, El;Mujeres;2004;279
21037 Granado, El;Mujeres;2003;288
21037 Granado, El;Mujeres;2002;294
21037 Granado, El;Mujeres;2001;297
21037 Granado, El;Mujeres;2000;302
21037 Granado, El;Mujeres;1999;313
21037 Granado, El;Mujeres;1998;301
21037 Granado, El;Mujeres;1997;""
21037 Granado, El;Mujeres;1996;315
21038 Higuera de la Sierra;Total;2019;1.287
21038 Higuera de la Sierra;Total;2018;""
21038 Higuera de la Sierra;Total;2017;""
21038 Higuera de la Sierra;Total;2016;""
21038 Higuera de la Sierra;Total;2015;""
21038 Higuera de la Sierra;Total;2014;""
21038 Higuera de la Sierra;Total;2013;""
21038 Higuera de la Sierra;Total;2012;""
21038 Higuera de la Sierra;Total;2011;""
21038 Higuera de la Sierra;Total;2010;""
21038 Higuera de la Sierra;Total;2009;""
21038 Higuera de la Sierra;Total;2008;""
21038 Higuera de la Sierra;Total;2007;""
21038 Higuera de la Sierra;Total;2006;""
21038 Higuera de la Sierra;Total;2005;""
21038 Higuera de la Sierra;Total;2004;""
21038 Higuera de la Sierra;Total;2003;""
21038 Higuera de la Sierra;Total;2002;""
21038 Higuera de la Sierra;Total;2001;""
21038 Higuera de la Sierra;Total;2000;""
21038 Higuera de la Sierra;Total;1999;""
21038 Higuera de la Sierra;Total;1998;""
21038 Higuera de la Sierra;Total;1997;""
21038 Higuera de la Sierra;Total;1996;""
21038 Higuera de la Sierra;Hombres;2019;666
21038 Higuera de la Sierra;Hombres;2018;666
21038 Higuera de la Sierra;Hombres;2017;664
21038 Higuera de la Sierra;Hombres;2016;677
21038 Higuera de la Sierra;Hombres;2015;681
21038 Higuera de la Sierra;Hombres;2014;682
21038 Higuera de la Sierra;Hombres;2013;686
21038 Higuera de la Sierra;Hombres;2012;697
21038 Higuera de la Sierra;Hombres;2011;704
21038 Higuera de la Sierra;Hombres;2010;698
21038 Higuera de la Sierra;Hombres;2009;726
21038 Higuera de la Sierra;Hombres;2008;725
21038 Higuera de la Sierra;Hombres;2007;695
21038 Higuera de la Sierra;Hombres;2006;680
21038 Higuera de la Sierra;Hombres;2005;674
21038 Higuera de la Sierra;Hombres;2004;675
21038 Higuera de la Sierra;Hombres;2003;660
21038 Higuera de la Sierra;Hombres;2002;636
21038 Higuera de la Sierra;Hombres;2001;639
21038 Higuera de la Sierra;Hombres;2000;634
21038 Higuera de la Sierra;Hombres;1999;633
21038 Higuera de la Sierra;Hombres;1998;643
21038 Higuera de la Sierra;Hombres;1997;""
21038 Higuera de la Sierra;Hombres;1996;648
21038 Higuera de la Sierra;Mujeres;2019;621
21038 Higuera de la Sierra;Mujeres;2018;627
21038 Higuera de la Sierra;Mujeres;2017;629
21038 Higuera de la Sierra;Mujeres;2016;640
21038 Higuera de la Sierra;Mujeres;2015;646
21038 Higuera de la Sierra;Mujeres;2014;670
21038 Higuera de la Sierra;Mujeres;2013;683
21038 Higuera de la Sierra;Mujeres;2012;693
21038 Higuera de la Sierra;Mujeres;2011;703
21038 Higuera de la Sierra;Mujeres;2010;711
21038 Higuera de la Sierra;Mujeres;2009;711
21038 Higuera de la Sierra;Mujeres;2008;700
21038 Higuera de la Sierra;Mujeres;2007;697
21038 Higuera de la Sierra;Mujeres;2006;681
21038 Higuera de la Sierra;Mujeres;2005;674
21038 Higuera de la Sierra;Mujeres;2004;669
21038 Higuera de la Sierra;Mujeres;2003;651
21038 Higuera de la Sierra;Mujeres;2002;626
21038 Higuera de la Sierra;Mujeres;2001;630
21038 Higuera de la Sierra;Mujeres;2000;624
21038 Higuera de la Sierra;Mujeres;1999;627
21038 Higuera de la Sierra;Mujeres;1998;628
21038 Higuera de la Sierra;Mujeres;1997;""
21038 Higuera de la Sierra;Mujeres;1996;643
21039 Hinojales;Total;2019;325
21039 Hinojales;Total;2018;""
21039 Hinojales;Total;2017;""
21039 Hinojales;Total;2016;""
21039 Hinojales;Total;2015;""
21039 Hinojales;Total;2014;""
21039 Hinojales;Total;2013;""
21039 Hinojales;Total;2012;""
21039 Hinojales;Total;2011;""
21039 Hinojales;Total;2010;""
21039 Hinojales;Total;2009;""
21039 Hinojales;Total;2008;""
21039 Hinojales;Total;2007;""
21039 Hinojales;Total;2006;""
21039 Hinojales;Total;2005;""
21039 Hinojales;Total;2004;""
